year_x,Area Total(km),Municipio,geocode_ibge,Estado,Area Desmatada(km)
2022,111.36,Ipira,4207601,Santa Catarina,0.11
2022,155.14,Iporã do Oeste,4207650,Santa Catarina,0.37
2022,220.05,Ipuaçu,4207684,Santa Catarina,0.04
2022,194.89,Ipumirim,4207700,Santa Catarina,0.02
2022,132.88,Iraceminha,4207759,Santa Catarina,0.5
2022,211.75,Irani,4207809,Santa Catarina,0.53
2022,59.35,Irati,4207858,Santa Catarina,0.02
2022,387.11,Irineópolis,4207908,Santa Catarina,0.17
2022,680.2,Itaiópolis,4208104,Santa Catarina,0.87
2022,186.37,Itajaí,4208203,Santa Catarina,0.18
2022,206.33,Itapiranga,4208401,Santa Catarina,0.53
2022,68.54,Itapoá,4208450,Santa Catarina,1.12
2022,246.7,Ituporanga,4208500,Santa Catarina,0.28
2022,211.83,Içara,4207007,Santa Catarina,0.11
2022,125.63,Jaborá,4208609,Santa Catarina,0.08
2022,241.77,Jacinto Machado,4208708,Santa Catarina,0.44
2022,253.74,Jaguaruna,4208807,Santa Catarina,0.36
2022,207.11,Jaraguá do Sul,4208906,Santa Catarina,0.07
2022,52.88,Jardinópolis,4208955,Santa Catarina,0.16
2022,167.03,Joaçaba,4209003,Santa Catarina,0.09
2022,412.54,Joinville,4209102,Santa Catarina,0.72
2022,108.1,José Boiteux,4209151,Santa Catarina,0.06
2022,1007.42,Lages,4209300,Santa Catarina,9.82
2022,129.29,Laguna,4209409,Santa Catarina,0.36
2022,137.47,Lauro Müller,4209607,Santa Catarina,0.28
2022,568.55,Lebon Régis,4209706,Santa Catarina,0.99
2022,132.08,Leoberto Leal,4209805,Santa Catarina,0.12
2022,141.46,Lindóia do Sul,4209854,Santa Catarina,0.03
2022,129.13,Lontras,4209904,Santa Catarina,0.02
2022,138.85,Luiz Alves,4210001,Santa Catarina,0.08
2022,154.64,Macieira,4210050,Santa Catarina,0.33
2022,962.75,Mafra,4210100,Santa Catarina,1.26
2022,101.64,Major Gercino,4210209,Santa Catarina,0.02
2022,350.83,Major Vieira,4210308,Santa Catarina,0.21
2022,56.71,Maracajá,4210407,Santa Catarina,0.08
2022,144.4,Maravilha,4210506,Santa Catarina,0.19
2022,201.58,Massaranduba,4210605,Santa Catarina,0.45
2022,226.78,Matos Costa,4210704,Santa Catarina,0.42
2022,167.82,Meleiro,4210803,Santa Catarina,0.02
2022,114.03,Mirim Doce,4210852,Santa Catarina,0.08
2022,79.44,Modelo,4210902,Santa Catarina,0.12
2022,145.77,Mondaí,4211009,Santa Catarina,0.6
2022,159.47,Monte Carlo,4211058,Santa Catarina,0.01
2022,291.12,Monte Castelo,4211108,Santa Catarina,0.43
2022,87.03,Morro Grande,4211256,Santa Catarina,0.34
2022,69.35,Morro da Fumaça,4211207,Santa Catarina,0.2
2022,80.81,Navegantes,4211306,Santa Catarina,0.05
2022,50.69,Nova Erechim,4211405,Santa Catarina,0.17
2022,104.71,Nova Itaberaba,4211454,Santa Catarina,0.05
2022,117.76,Nova Trento,4211504,Santa Catarina,0.01
2022,169.76,Nova Veneza,4211603,Santa Catarina,0.43
2022,121.83,Novo Horizonte,4211652,Santa Catarina,0.05
2022,266.64,Orleans,4211702,Santa Catarina,0.83
2022,675.27,Otacílio Costa,4211751,Santa Catarina,0.46
2022,162.66,Ouro,4211801,Santa Catarina,0.05
2022,140.75,Painel,4211892,Santa Catarina,1.46
2022,249.47,Palma Sola,4212007,Santa Catarina,0.06
2022,220.96,Palmeira,4212056,Santa Catarina,0.27
2022,294.22,Palmitos,4212106,Santa Catarina,0.9
2022,455.64,Papanduva,4212205,Santa Catarina,0.41
2022,149.29,Paraíso,4212239,Santa Catarina,0.06
2022,73.41,Passo de Torres,4212254,Santa Catarina,0.02
2022,325.32,Passos Maia,4212270,Santa Catarina,1.64
2022,93.73,Pedras Grandes,4212403,Santa Catarina,0.39
2022,37.61,Penha,4212502,Santa Catarina,0.15
2022,58.98,Pescaria Brava,4212650,Santa Catarina,0.01
2022,180.51,Petrolândia,4212700,Santa Catarina,0.25
2022,109.4,Pinhalzinho,4212908,Santa Catarina,0.15
2022,43.65,Pinheiro Preto,4213005,Santa Catarina,0.04
2022,47.49,Planalto Alegre,4213153,Santa Catarina,0.02
2022,372.89,Ponte Alta,4213302,Santa Catarina,0.19
2022,285.88,Ponte Alta do Norte,4213351,Santa Catarina,0.56
2022,351.4,Ponte Serrada,4213401,Santa Catarina,0.04
2022,469.93,Porto União,4213609,Santa Catarina,0.41
2022,235.98,Pouso Redondo,4213708,Santa Catarina,0.39
2022,122.22,Praia Grande,4213807,Santa Catarina,0.11
2022,44.59,Presidente Castello Branco,4213906,Santa Catarina,0.05
2022,201.02,Presidente Getúlio,4214003,Santa Catarina,0.28
2022,85.84,Presidente Nereu,4214102,Santa Catarina,0.02
2022,232.6,Quilombo,4214201,Santa Catarina,0.11
2022,188.83,Rio Fortuna,4214904,Santa Catarina,0.05
2022,602.7,Rio Negrinho,4215000,Santa Catarina,1.43
2022,83.67,Rio Rufino,4215059,Santa Catarina,0.12
2022,217.6,Rio das Antas,4214409,Santa Catarina,0.79
2022,253.5,Rio do Campo,4214508,Santa Catarina,0.39
2022,172.2,Rio do Oeste,4214607,Santa Catarina,0.36
2022,201.77,Rio dos Cedros,4214706,Santa Catarina,0.28
2022,150.19,Riqueza,4215075,Santa Catarina,0.43
2022,53.92,Rodeio,4215109,Santa Catarina,0.15
2022,174.59,Romelândia,4215208,Santa Catarina,0.12
2022,117.38,Salete,4215307,Santa Catarina,0.16
2022,74.55,Sangão,4215455,Santa Catarina,0.09
2022,843.56,Santa Cecília,4215505,Santa Catarina,1.24
2022,61.76,Santa Helena,4215554,Santa Catarina,0.22
2022,105.1,Santa Rosa de Lima,4215604,Santa Catarina,0.04
2022,110.88,Santa Rosa do Sul,4215653,Santa Catarina,0.04
2022,307.44,Santa Terezinha,4215679,Santa Catarina,1.33
2022,91.84,Santa Terezinha do Progresso,4215687,Santa Catarina,0.02
2022,64.69,Santiago do Sul,4215695,Santa Catarina,0.07
2022,169.43,Saudades,4217303,Santa Catarina,0.33
2022,46.6,Schroeder,4217402,Santa Catarina,0.07
2022,246.16,Seara,4217501,Santa Catarina,0.03
2022,75.06,Serra Alta,4217550,Santa Catarina,0.08
2022,108.02,Siderópolis,4217600,Santa Catarina,0.62
2022,121.23,Sombrio,4217709,Santa Catarina,0.21
2022,91.51,Sul Brasil,4217758,Santa Catarina,0.11
2022,226.46,São Bento do Sul,4215802,Santa Catarina,0.33
2022,119.07,São Bernardino,4215752,Santa Catarina,0.13
2022,132.32,São Carlos,4216008,Santa Catarina,0.24
2022,228.13,São Cristóvão do Sul,4216057,Santa Catarina,0.34
2022,314.59,São Domingos,4216107,Santa Catarina,0.07
2022,112.22,São Francisco do Sul,4216206,Santa Catarina,0.78
2022,288.67,São Joaquim,4216503,Santa Catarina,4.73
2022,234.86,São José do Cedro,4216701,Santa Catarina,0.04
2022,658.88,São José do Cerrito,4216800,Santa Catarina,3.32
2022,128.44,São João do Itaperiú,4216354,Santa Catarina,0.2
2022,121.92,São João do Oeste,4216255,Santa Catarina,0.21
2022,142.94,São João do Sul,4216404,Santa Catarina,0.05
2022,292.09,São Lourenço do Oeste,4216909,Santa Catarina,0.28
2022,69.01,São Ludgero,4217006,Santa Catarina,0.18
2022,126.85,São Martinho,4217105,Santa Catarina,0.05
2022,56.55,São Miguel da Boa Vista,4217154,Santa Catarina,0.06
2022,189.24,São Miguel do Oeste,4217204,Santa Catarina,0.11
2022,53.54,São Pedro de Alcântara,4217253,Santa Catarina,0.03
2022,364.99,Taió,4217808,Santa Catarina,0.64
2022,265.23,Tangará,4217907,Santa Catarina,0.59
2022,49.28,Tigrinhos,4217956,Santa Catarina,0.06
2022,108.64,Timbé do Sul,4218103,Santa Catarina,0.5
2022,68.59,Timbó,4218202,Santa Catarina,0.09
2022,339.09,Timbó Grande,4218251,Santa Catarina,1.44
2022,59.18,Treviso,4218350,Santa Catarina,0.34
2022,122.32,Treze de Maio,4218400,Santa Catarina,0.51
2022,80.51,Trombudo Central,4218608,Santa Catarina,0.12
2022,279.22,Três Barras,4218301,Santa Catarina,0.43
2022,236.89,Tubarão,4218707,Santa Catarina,0.25
2022,106.14,Tunápolis,4218756,Santa Catarina,0.64
2022,195.55,Turvo,4218806,Santa Catarina,0.27
2022,82.38,União do Oeste,4218855,Santa Catarina,0.07
2022,159.94,Urubici,4218905,Santa Catarina,0.13
2022,48.72,Urupema,4218954,Santa Catarina,0.43
2022,153.66,Urussanga,4219002,Santa Catarina,0.52
2022,249.69,Vargem,4219150,Santa Catarina,1.2
2022,203.98,Vargem Bonita,4219176,Santa Catarina,0.12
2022,137.49,Vargeão,4219101,Santa Catarina,0.06
2022,185.82,Vidal Ramos,4219200,Santa Catarina,0.61
2022,259.57,Videira,4219309,Santa Catarina,0.69
2022,157.56,Vitor Meireles,4219358,Santa Catarina,0.53
2022,100.09,Witmarsum,4219408,Santa Catarina,0.2
2022,328.79,Xanxerê,4219507,Santa Catarina,0.02
2022,180.74,Xavantina,4219606,Santa Catarina,0.08
2022,242.23,Xaxim,4219705,Santa Catarina,0.04
2022,800.83,Água Doce,4200408,Santa Catarina,6.65
2022,63.19,Águas Frias,4200556,Santa Catarina,0.02
2022,95.35,Águas Mornas,4200606,Santa Catarina,0.02
2022,176.5,Aquidabã,2800209,Sergipe,0.05
2022,168.78,Arauá,2800407,Sergipe,0.36
2022,68.5,Areia Branca,2800506,Sergipe,0.13
2022,51.02,Barra dos Coqueiros,2800605,Sergipe,0.02
2022,78.05,Brejo Grande,2800704,Sergipe,0.02
2022,56.58,Campo do Brito,2801009,Sergipe,0.25
2022,400.29,Capela,2801306,Sergipe,1.03
2022,43.34,Carmópolis,2801504,Sergipe,0.04
2022,39.19,Cedro de São João,2801603,Sergipe,0.02
2022,218.9,Cristinápolis,2801702,Sergipe,0.04
2022,98.29,Cumbe,2801900,Sergipe,0.05
2022,81.08,Divina Pastora,2802007,Sergipe,0.46
2022,428.71,Estância,2802106,Sergipe,0.28
2022,17.07,General Maynard,2802502,Sergipe,0.02
2022,88.16,Gracho Cardoso,2802601,Sergipe,0.33
2022,213.71,Indiaroba,2802809,Sergipe,0.07
2022,45.28,Itabaiana,2802908,Sergipe,0.12
2022,147.6,Itabaianinha,2803005,Sergipe,0.02
2022,39.9,Itabi,2803104,Sergipe,0.02
2022,468.04,Itaporanga d'Ajuda,2803203,Sergipe,0.67
2022,319.1,Japaratuba,2803302,Sergipe,0.6
2022,367.5,Japoatã,2803401,Sergipe,0.46
2022,120.5,Laranjeiras,2803609,Sergipe,0.16
2022,14.86,Malhada dos Bois,2803807,Sergipe,0.01
2022,72.09,Malhador,2803906,Sergipe,0.16
2022,77.94,Maruim,2804003,Sergipe,0.01
2022,27.12,Moita Bonita,2804102,Sergipe,0.02
2022,55.0,Muribeca,2804300,Sergipe,0.02
2022,207.61,Neópolis,2804409,Sergipe,0.46
2022,0.14,Nossa Senhora Aparecida,2804458,Sergipe,0.03
2022,418.53,Nossa Senhora das Dores,2804607,Sergipe,0.24
2022,113.71,Nossa Senhora do Socorro,2804805,Sergipe,0.23
2022,188.62,Pacatuba,2804904,Sergipe,0.2
2022,109.1,Pirambu,2805307,Sergipe,0.11
2022,63.37,Riachuelo,2805901,Sergipe,0.06
2022,148.25,Riachão do Dantas,2805802,Sergipe,0.07
2022,115.73,Ribeirópolis,2806008,Sergipe,0.17
2022,91.83,Rosário do Catete,2806107,Sergipe,0.07
2022,206.39,Salgado,2806206,Sergipe,0.29
2022,213.09,Santa Luzia do Itanhy,2806305,Sergipe,0.34
2022,53.07,Santa Rosa de Lima,2806503,Sergipe,0.16
2022,34.09,Santana do São Francisco,2806404,Sergipe,0.04
2022,146.62,Santo Amaro das Brotas,2806602,Sergipe,0.69
2022,145.58,Siriri,2807204,Sergipe,0.17
2022,263.98,São Cristóvão,2806701,Sergipe,0.29
2022,41.95,São Domingos,2806800,Sergipe,0.12
2022,79.59,São Francisco,2806909,Sergipe,0.16
2022,75.63,São Miguel do Aleixo,2807006,Sergipe,0.18
2022,111.42,Umbaúba,2807600,Sergipe,0.11
2022,98.63,Agudos,3500709,São Paulo,0.03
2022,61.13,Alumínio,3501152,São Paulo,0.15
2022,116.88,Americana,3501608,São Paulo,0.01
2022,369.91,Amparo,3501905,São Paulo,0.04
2022,64.88,Analândia,3502002,São Paulo,0.04
2022,236.27,Anhembi,3502309,São Paulo,0.11
2022,368.04,Apiaí,3502705,São Paulo,0.17
2022,548.82,Araras,3503307,São Paulo,0.02
2022,79.68,Araçariguama,3502754,São Paulo,0.12
2022,119.21,Ariranha,3503703,São Paulo,0.02
2022,168.32,Artur Nogueira,3503802,São Paulo,0.07
2022,56.73,Arujá,3503901,São Paulo,0.05
2022,350.93,Atibaia,3504107,São Paulo,0.16
2022,268.21,Avaré,3504503,São Paulo,0.15
2022,335.96,Avaí,3504305,São Paulo,0.04
2022,99.13,Bady Bassitt,3504602,São Paulo,0.01
2022,307.96,Bananal,3504909,São Paulo,0.01
2022,134.98,Barra Bonita,3505302,São Paulo,0.06
2022,230.89,Barra do Chapéu,3505351,São Paulo,0.1
2022,251.5,Barra do Turvo,3505401,São Paulo,0.42
2022,127.64,Barrinha,3505609,São Paulo,0.03
2022,56.76,Barueri,3505708,São Paulo,0.04
2022,250.16,Bauru,3506003,São Paulo,0.04
2022,63.53,Bertioga,3506359,São Paulo,0.24
2022,172.19,Bofete,3506904,São Paulo,0.05
2022,54.49,Bom Jesus dos Perdões,3507100,São Paulo,0.01
2022,506.64,Borborema,3507407,São Paulo,0.03
2022,175.3,Botucatu,3507506,São Paulo,0.13
2022,454.19,Bragança Paulista,3507605,São Paulo,0.01
2022,297.13,Buritama,3508108,São Paulo,0.08
2022,66.42,Buritizal,3508207,São Paulo,0.02
2022,139.09,Cabreúva,3508405,São Paulo,0.01
2022,109.5,Cajamar,3509205,São Paulo,0.04
2022,205.9,Cajati,3509254,São Paulo,0.39
2022,726.3,Campinas,3509502,São Paulo,0.29
2022,93.0,Campos do Jordão,3509700,São Paulo,0.01
2022,948.66,Capão Bonito,3510203,São Paulo,0.11
2022,110.95,Caraguatatuba,3510500,São Paulo,0.11
2022,890.34,Castilho,3511003,São Paulo,0.22
2022,139.92,Cosmópolis,3512803,São Paulo,0.03
2022,141.86,Cotia,3513009,São Paulo,0.4
2022,31.37,Cubatão,3513504,São Paulo,0.04
2022,417.3,Dois Córregos,3514106,São Paulo,0.02
2022,301.49,Eldorado,3514809,São Paulo,0.22
2022,44.63,Embu das Artes,3515004,São Paulo,0.26
2022,64.5,Embu-Guaçu,3515103,São Paulo,0.15
2022,88.3,Engenheiro Coelho,3515152,São Paulo,0.03
2022,490.98,Fernandópolis,3515509,São Paulo,0.05
2022,93.65,Franco da Rocha,3516408,São Paulo,0.08
2022,227.1,Guapiara,3517604,São Paulo,0.14
2022,191.06,Guararema,3518305,São Paulo,0.01
2022,527.88,Guaratinguetá,3518404,São Paulo,0.01
2022,50.2,Guarujá,3518701,São Paulo,0.09
2022,196.02,Guarulhos,3518800,São Paulo,0.2
2022,240.62,Ibirá,3519402,São Paulo,0.14
2022,518.02,Ibitinga,3519600,São Paulo,3.04
2022,434.85,Ibiúna,3519709,São Paulo,0.64
2022,240.8,Iguape,3520301,São Paulo,0.19
2022,626.29,Ilha Solteira,3520442,São Paulo,0.02
2022,19.76,Ilhabela,3520400,São Paulo,0.02
2022,277.55,Indaiatuba,3520509,São Paulo,0.02
2022,82.89,Iporanga,3521200,São Paulo,0.35
2022,523.28,Itaberá,3521705,São Paulo,0.03
2022,460.06,Itajobi,3521903,São Paulo,0.08
2022,92.28,Itanhaém,3522109,São Paulo,0.09
2022,93.36,Itaoca,3522158,São Paulo,0.02
2022,71.66,Itapecerica da Serra,3522208,São Paulo,0.39
2022,829.52,Itapetininga,3522307,São Paulo,0.05
2022,478.76,Itapeva,3522406,São Paulo,0.17
2022,52.9,Itapevi,3522505,São Paulo,0.11
2022,439.07,Itapira,3522604,São Paulo,0.17
2022,233.84,Itapirapuã Paulista,3522653,São Paulo,0.07
2022,69.15,Itaquaquecetuba,3523107,São Paulo,0.04
2022,344.38,Itararé,3523206,São Paulo,0.05
2022,79.94,Itariri,3523305,São Paulo,0.17
2022,82.99,Itatinga,3523503,São Paulo,0.06
2022,161.32,Itirapina,3523602,São Paulo,0.05
2022,508.86,Itu,3523909,São Paulo,0.35
2022,158.58,Itupeva,3524006,São Paulo,0.13
2022,127.13,Jaci,3524501,São Paulo,0.01
2022,226.9,Jacupiranga,3524600,São Paulo,0.14
2022,123.71,Jaguariúna,3524709,São Paulo,0.05
2022,14.42,Jandira,3525003,São Paulo,0.03
2022,149.34,Jarinu,3525201,São Paulo,0.05
2022,653.8,Jaú,3525300,São Paulo,0.05
2022,772.07,José Bonifácio,3525706,São Paulo,0.09
2022,309.82,Jundiaí,3525904,São Paulo,0.04
2022,106.15,Juquitiba,3526209,São Paulo,0.18
2022,191.51,Juquiá,3526100,São Paulo,0.03
2022,362.04,Laranjal Paulista,3526407,São Paulo,0.03
2022,556.29,Limeira,3526902,São Paulo,0.14
2022,350.79,Lorena,3527207,São Paulo,0.03
2022,98.37,Lourdes,3527256,São Paulo,0.18
2022,47.12,Louveira,3527306,São Paulo,0.01
2022,270.12,Macedônia,3528205,São Paulo,0.01
2022,133.7,Mairinque,3528403,São Paulo,0.13
2022,149.47,Mairiporã,3528502,São Paulo,0.08
2022,934.33,Marília,3529005,São Paulo,0.02
2022,198.79,Miracatu,3529906,São Paulo,0.2
2022,220.72,Mirassol,3530300,São Paulo,0.02
2022,512.29,Mococa,3530508,São Paulo,0.11
2022,366.79,Mogi Guaçu,3530706,São Paulo,0.03
2022,443.12,Mogi das Cruzes,3530607,São Paulo,0.12
2022,21.62,Mongaguá,3531100,São Paulo,0.18
2022,453.56,Monte Aprazível,3531407,São Paulo,0.03
2022,221.55,Monte Mor,3531803,São Paulo,0.01
2022,154.34,Monteiro Lobato,3531704,São Paulo,0.02
2022,536.13,Natividade da Serra,3532306,São Paulo,0.06
2022,195.8,Nazaré Paulista,3532405,São Paulo,0.15
2022,200.78,Nova Campina,3532827,São Paulo,0.09
2022,174.36,Oriente,3534104,São Paulo,0.08
2022,60.48,Osasco,3534401,São Paulo,0.01
2022,303.06,Panorama,3535408,São Paulo,0.19
2022,549.64,Paraibuna,3535606,São Paulo,0.02
2022,257.16,Paranapanema,3535804,São Paulo,0.11
2022,139.77,Pariquera-Açu,3536208,São Paulo,0.04
2022,90.23,Pedreira,3537107,São Paulo,0.03
2022,74.39,Pedro de Toledo,3537206,São Paulo,0.04
2022,666.52,Penápolis,3537305,São Paulo,0.01
2022,71.71,Peruíbe,3537602,São Paulo,0.04
2022,417.15,Piedade,3537800,São Paulo,0.47
2022,480.26,Pilar do Sul,3537909,São Paulo,0.1
2022,164.36,Pindorama,3538105,São Paulo,0.19
2022,91.93,Piquete,3538501,São Paulo,0.02
2022,290.4,Piracaia,3538600,São Paulo,0.04
2022,1000.23,Piracicaba,3538709,São Paulo,0.1
2022,394.04,Piraju,3538808,São Paulo,0.03
2022,720.54,Pirajuí,3538907,São Paulo,0.04
2022,64.08,Pirapora do Bom Jesus,3539103,São Paulo,0.04
2022,299.4,Pitangueiras,3539509,São Paulo,0.04
2022,687.16,Pompéia,3540002,São Paulo,0.04
2022,327.84,Pontal,3540200,São Paulo,0.41
2022,44.35,Praia Grande,3541000,São Paulo,0.34
2022,772.73,Rancharia,3542206,São Paulo,0.02
2022,331.19,Registro,3542602,São Paulo,0.45
2022,136.89,Ribeira,3542800,São Paulo,0.17
2022,409.58,Ribeirão Branco,3543006,São Paulo,0.13
2022,127.52,Ribeirão Grande,3543253,São Paulo,0.02
2022,149.08,Rincão,3543709,São Paulo,0.1
2022,349.34,Riolândia,3544202,São Paulo,0.01
2022,329.91,Riversul,3543501,São Paulo,0.03
2022,240.51,Salesópolis,3545001,São Paulo,0.01
2022,119.73,Salto,3545209,São Paulo,0.04
2022,345.93,Sandovalina,3545506,São Paulo,0.23
2022,209.05,Santa Branca,3546009,São Paulo,0.01
2022,264.12,Santa Bárbara d'Oeste,3545803,São Paulo,0.07
2022,171.46,Santa Cruz das Palmeiras,3546306,São Paulo,0.02
2022,704.65,Santa Cruz do Rio Pardo,3546405,São Paulo,0.02
2022,93.41,Santa Gertrudes,3546702,São Paulo,0.05
2022,219.89,Santa Isabel,3546801,São Paulo,0.1
2022,240.08,Santa Rita do Passa Quatro,3547502,São Paulo,0.03
2022,113.88,Santana de Parnaíba,3547304,São Paulo,0.06
2022,53.69,Santos,3548500,São Paulo,0.06
2022,113.51,Santópolis do Aguapeí,3548401,São Paulo,0.01
2022,165.45,Serra Negra,3551603,São Paulo,0.02
2022,229.65,Sete Barras,3551801,São Paulo,0.31
2022,385.28,Socorro,3552106,São Paulo,0.03
2022,390.48,Sorocaba,3552205,São Paulo,0.07
2022,143.31,Suzano,3552502,São Paulo,0.12
2022,299.96,Suzanápolis,3552551,São Paulo,0.07
2022,179.08,São Bernardo do Campo,3548708,São Paulo,0.02
2022,344.59,São José do Rio Pardo,3549706,São Paulo,0.35
2022,777.95,São José dos Campos,3549904,São Paulo,0.12
2022,452.17,São João da Boa Vista,3549102,São Paulo,0.05
2022,47.97,São Lourenço da Serra,3549953,São Paulo,0.13
2022,256.98,São Manuel,3550100,São Paulo,0.02
2022,694.87,São Miguel Arcanjo,3550209,São Paulo,0.08
2022,1121.08,São Paulo,3550308,São Paulo,0.62
2022,331.67,São Pedro,3550407,São Paulo,0.22
2022,161.13,São Roque,3550605,São Paulo,0.11
2022,52.14,São Sebastião,3550704,São Paulo,0.03
2022,185.61,São Simão,3550902,São Paulo,0.04
2022,35.19,São Vicente,3551009,São Paulo,0.01
2022,332.82,Tabatinga,3552700,São Paulo,0.04
2022,85.97,Tapiraí,3553500,São Paulo,0.26
2022,551.17,Taquaritinga,3553708,São Paulo,0.05
2022,247.67,Tarumã,3553955,São Paulo,0.44
2022,490.13,Tatuí,3554003,São Paulo,0.02
2022,375.26,Tietê,3554508,São Paulo,0.03
2022,253.2,Torrinha,3554706,São Paulo,0.03
2022,68.02,Ubatuba,3555406,São Paulo,0.1
2022,228.97,Uchoa,3555604,São Paulo,0.06
2022,124.41,Valinhos,3556206,São Paulo,0.04
2022,113.39,Vargem,3556354,São Paulo,0.02
2022,32.46,Vargem Grande Paulista,3556453,São Paulo,0.05
2022,131.87,Votorantim,3557006,São Paulo,0.05
